split1	c3930	1	0.5219771265983582
split1	c3886	1	0.5214266180992126
split1	c3152	0	0.5219871401786804
split1	c2873	1	0.5273515582084656
split1	c3000	0	0.5223779082298279
split1	c3751	0	0.5258956551551819
split1	c3089	1	0.5248593688011169
split1	c4369	1	0.5241701006889343
split1	c1574	0	0.5278015732765198
split1	c1078	1	0.5260529518127441
split1	c2636	0	0.5250486135482788
split1	c4634	0	0.5248769521713257
split1	c3006	1	0.5245253443717957
split1	c1578	1	0.5240694284439087
split1	c4245	1	0.5279686450958252
split1	c1437	1	0.5267536640167236
split1	c1224	0	0.5295505523681641
split1	c333	1	0.5268993973731995
split1	c3201	1	0.5323586463928223
split1	c3004	0	0.5265508890151978
split1	c4519	0	0.5242466330528259
split1	c2497	0	0.5224659442901611
split1	c2748	0	0.5223579406738281
split1	c1860	0	0.5234683156013489
split2	c2879	1	0.47951245307922363
split2	c2753	0	0.4815261960029602
split2	c794	1	0.47798848152160645
split2	c2567	1	0.4795560836791992
split2	c3817	0	0.4805738031864166
split2	c2175	0	0.48141464591026306
split2	c3536	1	0.48059991002082825
split2	c4441	1	0.47841015458106995
split2	c194	1	0.48237770795822144
split2	c3844	0	0.4797786474227905
split2	c424	0	0.47925087809562683
split2	c357	0	0.48618483543395996
split2	c4405	0	0.47991615533828735
split2	c3481	0	0.47684621810913086
split2	c4776	1	0.47683319449424744
split2	c3559	0	0.4796719253063202
split2	c2574	1	0.4805709421634674
split2	c2722	0	0.4795607030391693
split2	c1445	1	0.4804241955280304
split2	c1131	1	0.48063012957572937
split2	c947	1	0.47935768961906433
split2	c3870	1	0.4774532914161682
split2	c4449	0	0.4932363033294678
split2	c3491	0	0.486235111951828
split3	c3046	1	0.5051797032356262
split3	c2652	0	0.504205584526062
split3	c4049	0	0.5045134425163269
split3	c2485	0	0.503836989402771
split3	c4388	1	0.5061442255973816
split3	c4631	1	0.5028066635131836
split3	c2046	1	0.5038899779319763
split3	c3309	0	0.5056056976318359
split3	c1382	1	0.5028725266456604
split3	c1772	1	0.5063176155090332
split3	c1259	1	0.5034189224243164
split3	c3864	0	0.5043012499809265
split3	c2548	1	0.5069159269332886
split3	c4204	0	0.5047177672386169
split3	c815	1	0.5051331520080566
split3	c2920	1	0.5043835639953613
split3	c1143	0	0.5025949478149414
split3	c1808	1	0.506007969379425
split3	c2025	0	0.5054010152816772
split3	c123	0	0.504892110824585
split3	c4447	0	0.4995152950286865
split3	c4251	0	0.5029616355895996
split3	c3792	1	0.5032570362091064
split3	c2694	0	0.5018305778503418
split4	c3297	1	0.4956870377063751
split4	c3325	1	0.49616920948028564
split4	c3408	0	0.4967600405216217
split4	c1804	0	0.4957430064678192
split4	c2347	0	0.4955770969390869
split4	c3797	1	0.4949191212654114
split4	c4419	1	0.4958796799182892
split4	c4186	1	0.495888352394104
split4	c2761	0	0.49314984679222107
split4	c18	0	0.4972551465034485
split4	c1079	0	0.4948292076587677
split4	c1080	0	0.4953455626964569
split4	c1602	1	0.49301043152809143
split4	c4364	1	0.4962877035140991
split4	c561	1	0.49268272519111633
split4	c252	0	0.49666038155555725
split4	c957	1	0.49909648299217224
split4	c2322	1	0.4966145157814026
split4	c2381	0	0.49817928671836853
split4	c1820	1	0.491896390914917
split4	c2956	0	0.4949875771999359
split4	c3068	0	0.49551576375961304
split4	c4048	0	0.4946758449077606
split4	c2066	1	0.49653616547584534
split5	c3824	1	0.4989074468612671
split5	c4742	1	0.499215692281723
split5	c4206	0	0.49643391370773315
split5	c3475	1	0.4976333975791931
split5	c3027	0	0.49444642663002014
split5	c799	1	0.4934317469596863
split5	c4719	0	0.49237462878227234
split5	c2240	1	0.4959385395050049
split5	c3839	0	0.49587303400039673
split5	c775	0	0.4924781620502472
split5	c2011	1	0.4956963062286377
split5	c3959	0	0.4961119294166565
split5	c1048	1	0.49628034234046936
split5	c2973	1	0.4972364604473114
split5	c553	0	0.4959530830383301
split5	c1268	1	0.49919337034225464
split5	c819	0	0.49177324771881104
split5	c663	0	0.495118647813797
split5	c2926	0	0.49396461248397827
split5	c3482	1	0.4974503219127655
split5	c3125	0	0.4960773289203644
split5	c470	1	0.4940749406814575
split5	c1849	0	0.4982442855834961
split5	c95	1	0.4964781403541565
