split1	c3930	0	1.862702083599288e-05
split1	c3886	0	6.799286347813904e-05
split1	c3152	1	0.01976720429956913
split1	c2873	0	0.004131412599235773
split1	c3000	1	0.6509354710578918
split1	c3751	1	0.1531973034143448
split1	c3089	0	0.0027799741365015507
split1	c4369	0	0.0024109133519232273
split1	c1574	1	0.01064412109553814
split1	c1078	0	0.006497051101177931
split1	c2636	1	0.004071970470249653
split1	c4634	1	0.04456210508942604
split1	c3006	0	0.0024944795295596123
split1	c1578	0	0.0027336550410836935
split1	c4245	0	0.00030319331563077867
split1	c1437	0	0.0023606475442647934
split1	c1224	1	0.017406312748789787
split1	c333	0	0.018499020487070084
split1	c3201	0	0.0001411949488101527
split1	c3004	1	0.058232422918081284
split1	c4519	1	0.0669064074754715
split1	c2497	1	0.012223638594150543
split1	c2748	1	0.6246528625488281
split1	c1860	1	0.0015624313382431865
split2	c2879	0	0.06003724783658981
split2	c2753	1	0.08160228282213211
split2	c794	0	0.13866165280342102
split2	c2567	0	0.026018302887678146
split2	c3817	1	0.5298003554344177
split2	c2175	1	0.23686349391937256
split2	c3536	0	0.006280107423663139
split2	c4441	0	0.05645482987165451
split2	c194	0	0.01309141330420971
split2	c3844	1	0.043934572488069534
split2	c424	1	0.04998192936182022
split2	c357	1	0.5393563508987427
split2	c4405	1	0.5781751275062561
split2	c3481	1	0.06803523749113083
split2	c4776	0	0.002950837602838874
split2	c3559	1	0.5485561490058899
split2	c2574	0	0.023756612092256546
split2	c2722	1	0.09077562391757965
split2	c1445	0	0.05311203747987747
split2	c1131	0	0.014944261871278286
split2	c947	0	0.018566368147730827
split2	c3870	0	0.017103785648941994
split2	c4449	1	0.4098590016365051
split2	c3491	1	0.42050376534461975
split3	c3046	0	0.07625266909599304
split3	c2652	1	0.11204563826322556
split3	c4049	1	0.0917791947722435
split3	c2485	1	0.08250634372234344
split3	c4388	0	0.08086743950843811
split3	c4631	0	0.05631829798221588
split3	c2046	0	0.05175330489873886
split3	c3309	1	0.04904427379369736
split3	c1382	0	0.06028921157121658
split3	c1772	0	0.0735258013010025
split3	c1259	0	0.03569735959172249
split3	c3864	1	0.10401613265275955
split3	c2548	0	0.06661687791347504
split3	c4204	1	0.07231966406106949
split3	c815	0	0.060066308826208115
split3	c2920	0	0.08936616033315659
split3	c1143	1	0.09010358899831772
split3	c1808	0	0.11933528631925583
split3	c2025	1	0.055875252932310104
split3	c123	1	0.07457295060157776
split3	c4447	1	0.11505445092916489
split3	c4251	1	0.10838285833597183
split3	c3792	0	0.053449492901563644
split3	c2694	1	0.09247920662164688
split4	c3297	0	0.007030572276562452
split4	c3325	0	0.0028059459291398525
split4	c3408	1	0.01133899949491024
split4	c1804	1	0.08164357393980026
split4	c2347	1	0.06614574790000916
split4	c3797	0	0.010757416486740112
split4	c4419	0	0.004221376962959766
split4	c4186	0	0.03390977531671524
split4	c2761	1	0.03686407953500748
split4	c18	1	0.03679869696497917
split4	c1079	1	0.009796412661671638
split4	c1080	1	0.033414967358112335
split4	c1602	0	0.005919424816966057
split4	c4364	0	0.008766022510826588
split4	c561	0	0.0021435031667351723
split4	c252	1	0.010275021195411682
split4	c957	0	0.006928814575076103
split4	c2322	0	0.005899904761463404
split4	c2381	1	0.04579582437872887
split4	c1820	0	0.005474043544381857
split4	c2956	1	0.035023774951696396
split4	c3068	1	0.03370071202516556
split4	c4048	1	0.06714868545532227
split4	c2066	0	0.014386669732630253
split5	c3824	0	0.0003335301880724728
split5	c4742	0	8.376491678063758e-06
split5	c4206	1	2.6387291654828005e-05
split5	c3475	0	0.0016150622395798564
split5	c3027	1	0.0002651577233336866
split5	c799	0	5.422322374215582e-06
split5	c4719	1	0.005494280252605677
split5	c2240	0	6.576353189302608e-05
split5	c3839	1	0.0017140931449830532
split5	c775	1	0.005088059231638908
split5	c2011	0	1.9636658180388622e-05
split5	c3959	1	0.0007366538629867136
split5	c1048	0	0.00022136907500680536
split5	c2973	0	0.0006814051303081214
split5	c553	1	0.0008723376668058336
split5	c1268	0	0.00026842294028028846
split5	c819	1	4.551631718641147e-06
split5	c663	1	0.0013075822498649359
split5	c2926	1	0.0001273199013667181
split5	c3482	0	1.7179329006467015e-05
split5	c3125	1	0.005990452598780394
split5	c470	0	8.723564678803086e-05
split5	c1849	1	1.7713988199830055e-05
split5	c95	0	0.0006408957415260375
